order_id,customer_id,product_id,quantity,order_date,origin_hub,origin_city,destination_city,destination_state,destination_pincode,destination_lat,destination_lon,distance_km,package_dimensions_cm,is_fragile,is_hazmat,cold_chain_required,delivery_priority,payment_mode,order_value_inr,weather_condition_at_dest,assigned_vehicle_id,promised_eta_hours,actual_delivery_hours,delivery_cost_inr,transport_mode,order_status,package_weight_kg,on_time,delay_hours,cost_per_km
ORD-010493,CUST-00385,PRD-00272,2,2024-06-05 10:00:00,HUB-COI,Coimbatore,Coimbatore,TN,641001,10.992142,76.938079,3.36,72x41x34,1,0,0,Standard,Prepaid,21710.68,Cloudy,VEH-0446,1.9,1.83,387.41,Van,In Transit,190.22,1,0.0,115.30059523809526
ORD-003259,CUST-00755,PRD-00150,2,2024-03-19 17:17:00,HUB-HYD,Hyderabad,Pune,MH,411001,18.547025,73.835924,508.59,52*50*7,0,0,0,Express,Card,248712.54,Cloudy,VEH-0606,20.7,16.37,1529.77,Truck,Delivered,39.44,1,0.0,3.007864881338603
 ORD-004428 ,CUST-04794,PRD-00033,1,2024-08-11 20:31:00,HUB-MUM,Mumbai,Kolkata,WB,700001,22.575736,88.387733,1657.31,,1,0,0,Exp,Cod,179832.26,Cloudy,VEH-0722,13.7,9.07,16044.15,Air Cargo,Delivered,0.43,1,0.0,9.68083822579964
ORD-004097,CUST-04280,PRD-00780,3,2024-07-17 07:44:00,HUB-VIS,Visakhapatnam,Visakhapatnam,AP,530001,17.708159,83.216078,2.39,,0,0,0,Standard,Prepaid,198772.83,Clear,VEH-0160,0.4,0.3,80.39,Bike,Delivered,10.8,1,0.0,33.63598326359833
ORD-007587,CUST-02029,PRD-00198,3,2024-06-26 07:05:00,HUB-MUM,Mumbai,Coimbatore,TN,641001,10.997484,76.908454,996.95,56 x 54 x 50,0,0,0,Express,Cod,287626.77,Rain,VEH-0712,11.9,8.62,9972.23,Air Cargo,Pending,120.12,1,0.0,10.002738351973518
ORD-001956,CUST-01205,PRD-00619,2,2025-03-20 09:58:00,HUB-VIS,Visakhapatnam,Visakhapatnam,AP,530001,17.754734,83.274292,9.59,55x44x30,0,1,1,Express,Cod,105932.52,Clear,VEH-0389,1.0,,45.24,Bike,Delivered,5.16,0,,4.7174139728884255
ORD-013067,CUST-04074,PRD-00147,2,2024-04-14 14:05:00,HUB-GUW,Guwahati,Guwahati,AS,781001,26.202794,91.651369,10.66,16x29x21,0,0,0,Exp,Card,222833.1,Fog,VEH-0458,4.5,3.12,174.86,Van,In Transit,50.62,1,0.0,16.403377110694183
ORD-009222,CUST-02336,PRD-00637,3,2025-02-25 07:05:00,HUB-JAI,Jaipur,Gurugram,HR,122001,28.464767,77.042696,212.3,,0,1,1,Standard,Card,156312.57,Clear,VEH-0663,11.2,7.41,740.0,Truck,Delivered,14.58,1,0.0,3.4856335374470087
ORD-008332,CUST-00403,PRD-00093,4,2024-01-16 14:23:00,HUB-GUW,Guwahati,Guwahati,AS,781001,26.076966,91.811392,10.62,,1,0,0,Sameday,Prepaid,244682.88,Rain,VEH-0314,4.1,2.89,273.65,Bike,Delivered,3.16,1,0.0,25.767419962335218
ORD-004059,CUST-00545,PRD-00093,1,2025-05-24 20:58:00,HUB-BEN,Bengaluru,Delhi,DL,110001,28.655336,77.18721,1744.46,,1,0,0,Standard,Cod,61170.72,Rain,VEH-0625,58.6,,4653.6,Truck,Delivered,0.79,0,,2.667645001891703
ORD-007420,CUST-03632,PRD-00671,2,2024-05-04 06:00:00,HUB-HYD,Hyderabad,Hyderabad,TS,500001,17.376785,  ,4.93,32*25*39,1,1,0,Standard,Upi,8506.06,Clear,VEH-0629,5.1,3.42,3078.43,Truck,Returned,1620.4,1,0.0,624.4279918864097
ORD-008549,CUST-03402,PRD-00213,1,2024-05-29 13:05:00,HUB-DEL,Delhi,Delhi,DL,110001,28.516216,77.327386,15.86,17*41*7,0,0,0,Exp,Card,33643.6,Clear,VEH-0477,1.9,1.26,246.85,Van,In Transit,111.04,1,0.0,15.564312736443885
ORD-013817,CUST-04444,PRD-00559,3,2025-04-15 20:23:00,HUB-NAG,Nagpur,Nagpur,MH,440001,21.220593,79.152925,10.69,37*12*36,1,1,1,Express,Cod,1916.16,Rain,VEH-0374,6.0,3.89,16.42,Bike,In Transit,4.5,1,0.0,1.536014967259121
ORD-002219,CUST-04622,PRD-00156,2,2024-01-03 00:00:00,HUB-KOC,Kochi,Kochi,KL,682001,9.895726,-,5.54,72x14x43,1,0,0,Express,Cod,288730.38,Clear,VEH-0522,2.2,1.43,109.26,Van,Delivered,37.9,1,0.0,19.72202166064982
ORD-010568,CUST-00691,PRD-00560,2,2025-05-06 17:31:00,HUB-KOL,Kolkata,Coimbatore,TN,641001,11.046024,,1765.44,10*54*27,0,1,0,Express,Prepaid,75463.38,Clear,VEH-0713,14.0,9.41,17037.44,Air Cargo,Delivered,4.06,1,0.0,9.6505347108936
ORD-003296,CUST-01575,PRD-00606,4,2025-06-15 20:12:00,HUB-PUN,Pune,Bhubaneswar,OD,751001,20.24854,85.78443,1265.48,,1,1,0,Exp,Upi,529902.76,Clear,VEH-0712,9.9,8.68,12336.16,Air Cargo,Delivered,17.0,1,0.0,9.748206214242817
ORD-009509,  ,PRD-00499,3,2024-08-09 08:17:00,HUB-HYD,Hyderabad,Delhi,DL,110001,28.645095,77.210454,1258.83,53*24*8,1,0,0,Sameday,Upi,215270.43,Clear,VEH-0713,10.4,8.58,12471.66,Air Cargo,Delivered,-5.43,1,0.0,9.90734253235147
ORD-000108,CUST-03693,PRD-00661,2,2024-06-01 14:05:00,HUB-MUM,Mumbai,Mumbai,MH,400001,19.038215,72.848791,5.19,,0,1,0,Express,Cod,139665.76,Clear,VEH-0635,2.9,2.75,10532.35,Truck,Delivered,5792.08,1,0.0,2029.354527938343
ORD-012993,CUST-01908,PRD-00267,2,2024-10-23 12:23:00,HUB-GUW,Guwahati,Bengaluru,KA,560001,12.991436,77.616072,2076.81,18*22*11,1,0,0,Exp,Prepaid,189824.06,Clear,VEH-0701,15.6,10.11,20355.75,,Pending,204.74,1,0.0,9.801450301183065
ORD-005834,CUST-01938,PRD-00825,1,2025-04-19 17:58:00,HUB-KOC,Kochi,Delhi,DL,110001,28.593311,77.194707,2077.39,58 x 32 x 33,1,0,0,Std,Prepaid,184667.35,Clear,VEH-0608,60.9,53.21,5562.77,Truck,Delivered,1.89,1,0.0,2.677768738657643
ORD-012470,CUST-01392,PRD-00295,4,2025-10-02 12:00:00,HUB-MAD,Madurai,Madurai,TN,625001,10.034106,78.059666,,73x58x18,0,0,0,Std,Upi,71387.64,Cloudy,VEH-0440,3.5,2.45,,Van,In Transit,341.8,1,0.0,
ORD-012631,CUST-04266,PRD-00180,4,2024-05-29 09:58:00,HUB-MUM,Mumbai,Visakhapatnam,AP,530001,17.722509,83.26637,1106.22,61*21*33,0,0,0,Express,Card,675424.84,Thunderstorm,VEH-0709,13.3,10.48,10982.7,Air Cargo,Delivered,122.72,1,0.0,9.92813364430222
ORD-007932,CUST-01107,PRD-00408,4,2024-03-23 06:12:00,HUB-CHA,Chandigarh,Chandigarh,CH,160017,30.622562,76.840773,13.64,61x16x11,0,0,0,Exp,Prepaid,667878.92,Heavy Rain,VEH-0559,4.6,4.25,143.26,Van,Delivered,43.6,1,0.0,10.502932551319647
ORD-011937,CUST-04301,PRD-00623,3,,HUB-COI,Coimbatore,Coimbatore,TN,641001,11.093116,76.962571,8.52,74x48x22,1,1,1,Same-Day,Upi,115112.22,Clear,VEH-0264,1.4,1.11,358.84,Bike,Delivered,9.9,1,0.0,42.117370892018776
ORD-008032,CUST-03140,PRD-00299,1,2024-12-08 07:00:00,HUB-HYD,Hyderabad,Bhubaneswar,OD,751001,20.282507,85.786414,832.91,39*40*50,0,0,0,Express,Upi,109228.19,Fog,VEH-0681,32.3,23.23,2482.9,Truck,Delivered,107.28,1,0.0,2.980994345127325
ORD-000157,,PRD-00443,4,2024-09-26 14:12:00,HUB-PUN,Pune,Ahmedabad,GJ,380001,23.000377,72.57951,515.53,,1,0,0,Standard,Upi,364444.52,Clear,VEH-0607,26.0,17.33,1488.36,Truck,Delivered,7.08,1,0.0,2.8870482804104514
ORD-012677,CUST-02443,PRD-00813,3,2025-05-28 15:00:00,HUB-MYS,Mysuru,Mysuru,KA,570001,12.359177,76.521062,14.66,57x31x14,0,0,0,Standard,Upi,116374.74,Rain,VEH-0240,3.2,2.77,70.96,Bike,Delivered,2.22,1,0.0,4.840381991814461
ORD-003137,CUST-04192,PRD-00051,2,2024-03-18 21:12:00,HUB-GUW,Guwahati,Guwahati,AS,781001,26.169484,,2.78,44 x 31 x 30,1,0,0,Express,Cod,145188.48,Heavy Rain,VEH-0119,3.5,3.28,-16.69,Drone,Delivered,2.12,1,0.0,-6.00359712230216
ORD-001580,CUST-01675,PRD-00652,4,2024-09-14 00:00:00,HUB-GUR,Gurugram,Gurugram,HR,122001,999.0,77.120129,11.04,,0,1,0,Standard,Cod,116769.44,Cloudy,VEH-0647,5.2,3.46,18599.95,Truck,Returned,10256.24,1,0.0,1684.7780797101452
ORD-007360,CUST-04657,PRD-00340,1,2024-10-02 07:31:00,HUB-AHM,Ahmedabad,Ahmedabad,GJ,380001,23.103037,72.613933,9.96,76*34*18,0,0,0,Economy,Cod,142127.4,Heavy Rain,VEH-0258,4.3,3.02,-9.51,Bike,In Transit,5.91,1,0.0,-0.9548192771084336
ORD-002601,CUST-00065,PRD-00666,3,2024-02-26 06:00:00,HUB-CHE,Chennai,Coimbatore,TN,641001,11.004634,76.915084,431.9,,0,1,0,Standard,Card,54335.7,Fog,VEH-0602,18.1,13.26,9036.32,Truck,Delivered,4325.4,1,0.0,20.922250520953924
ORD-012286,CUST-04319,PRD-00770,4,2024-06-09 00:00:00,HUB-CHE,Chennai,Chennai,TN,600001,12.968726,80.219484,13.83,,0,0,0,Express,Upi,379065.36,Clear,VEH-0282,1.3,1.16,94.93,Bike,Delivered,13.92,1,0.0,6.864063629790311
ORD-009281,CUST-02361,PRD-00217,1,2024-12-24 00:00:00,HUB-MUM,Mumbai,Kochi,KL,682001,9.947689,76.308911,1079.98,41x10x30,1,0,0,Eco,Cod,140418.41,Cloudy,VEH-0696,43.2,,3157.9,Truck,Delivered,103.99,0,,2.92403563028945
ORD-014425,CUST-03613,PRD-00575,1,2025-03-04 13:44:00,HUB-KOC,Kochi,Kochi,KL,682001,10.050521,76.351223,16.14,36 x 14 x 38,1,1,0,Standard,Upi,38962.65,Cloudy,VEH-0390,1.7,,,Bike,Delivered,2.67,0,,
ORD-010452,CUST-02594,PRD-00558,1,2024-01-17 08:31:00,HUB-CHA,Chandigarh,Chandigarh,CH,160017,30.760136,76.787468,3.08,55*44*20,1,1,1,Standard,Cod,66145.07,Clear,VEH-0393,0.7,,28.45,Bike,Delivered,3.71,0,,9.237012987012987
ORD-001158,CUST-02739,PRD-00495,1,2024-07-31 19:00:00,HUB-LUC,Lucknow,Lucknow,UP,226001,26.897921,81.014838,8.88,51x31x21,1,0,0,Standard,Card,24306.56,Cloudy,VEH-0215,2.4,1.8,25.43,Bike,Delivered,1.88,1,0.0,2.8637387387387383
ORD-005523,CUST-00959,PRD-00301,2,2024-01-06 11:31:00,HUB-VIS,Visakhapatnam,Madurai,TN,625001,9.961329,78.107127,1020.77,,0,0,0,Express,Cod,168596.48,Rain,VEH-0703,12.3,8.56,10151.01,Air Cargo,Delivered,107.58,1,0.0,9.944463493245296
ORD-005641,CUST-03400,PRD-00711,2,2024-08-01 07:31:00,HUB-KOC,Kochi,Chandigarh,CH,160017,30.76508,76.734665,2317.13,84*48*32,0,1,0,Same-Day,Prepaid,143966.78,Rain,,17.4,12.27,24995.68,Air Cargo,Delivered,1394.18,1,0.0,10.787344689335514
ORD-006374,CUST-02700,PRD-00709,2,2024-11-27 15:17:00,HUB-VIS,Visakhapatnam,Bhubaneswar,OD,751001,20.267107,85.78889,394.15,,0,1,0,Express,Upi,250387.78,Clear,,16.3,11.71,6269.14,Truck,Delivered,2824.78,1,0.0,15.905467461626285
ORD-014352,CUST-02277,PRD-00410,3,2024-07-14 21:31:00,HUB-CHA,Chandigarh,Chandigarh,CH,160017,30.693493,76.720247,7.18,69*21*24,0,0,0,Standard,Prepaid,107483.13,Thunderstorm,VEH-0562,4.8,3.74,162.91,Van,Delivered,,1,0.0,22.68941504178273
ORD-007665,CUST-01722,PRD-00775,3,2024-08-05 15:12:00,HUB-COI,Coimbatore,Kochi,KL,682001,9.955423,76.242263,141.47,13x32x23,1,0,0,Standard,Card,226604.82,Cloudy,VEH-0080,3.1,2.4,270.42,Drone,Delivered,4.26,1,0.0,1.9115006715204639
ORD-001338,CUST-04824,PRD-00464,2,2024-03-15 21:23:00,HUB-MUM,Mumbai,Chandigarh,CH,160017,30.714753,76.793683,1352.77,53x43x42,0,0,0,Std,Cod,166051.0,Clear,VEH-0667,51.4,40.78,3640.76,Truck,Pending,1.06,1,0.0,2.6913370343813066
ORD-000055,CUST-03640,PRD-00346,4,2024-09-14 11:23:00,HUB-CHE,Chennai,Chennai,TN,600001,13.133544,80.258046,5.82,11*33*16,1,0,0,Express,Prepaid,12150.2,Fog,VEH-0564,3.5,2.3,181.16,Van,Delivered,53.16,1,0.0,31.127147766323024
ORD-004622,CUST-03942,PRD-00036,2,2025-04-19 16:44:00,HUB-VIS,Visakhapatnam,Visakhapatnam,AP,530001,17.677902,83.267236,5.26,21 x 28 x 9,1,0,0,Standard,Card,219614.92,Clear,VEH-0216,1.0,0.92,28.11,Bike,Delivered,5.34,1,0.0,5.344106463878327
ORD-002193,CUST-03556,PRD-00196,4,2024-06-26 08:58:00,HUB-COI,Coimbatore,Ahmedabad,GJ,380001,23.003457,72.570254,1411.71,16*12*31,1,0,0,Standard,Cod,702318.16,Fog,VEH-0667,46.5,42.02,3823.46,Truck,In Transit,27.72,1,0.0,2.7083891167449403
ORD-007312,CUST-03478,PRD-00304,2,2024-07-23 19:17:00,HUB-COI,Coimbatore,Mumbai,MH,400001,19.101523,72.917861,997.88,25x38x15,0,0,0,Standard,Prepaid,270094.4,Sunny,VEH-0584,41.2,31.04,3127.83,Truck,In Transit,214.22,1,0.0,3.134475087184832
ORD-012229,CUST-02617,PRD-00102,3,2024-02-21 16:58:00,HUB-GUW,Guwahati,Guwahati,AS,781001,26.253514,91.703478,12.55,80x14x39,1,0,0,Express,Card,80415.99,Cloudy,VEH-0266,1.6,1.18,15.42,Bike,Delivered,2.88,1,0.0,1.2286852589641433
ORD-004544,CUST-01091,PRD-00823,3,2025-02-02 12:44:00,HUB-KOL,Kolkata,Kolkata,WB,700001,22.503315,88.442756,11.18,,0,0,0,Standard,Prepaid,370112.19,Clear,VEH-0154,1.1,0.95,22.89,Bike,Returned,5.61,1,0.0,2.0474060822898035
ORD-004580,CUST-03900,PRD-00499,4,2025-02-25 09:23:00,HUB-KOC,Kochi,Kochi,KL,682001,9.860285,76.148389,15.23,86 x 57 x 18,1,0,0,Same-Day,Prepaid,287027.24,Fog,VEH-0300,5.3,4.38,,Bike,Pending,7.24,1,0.0,
ORD-008809,CUST-03034,PRD-00754,1,2024-03-11 10:58:00,HUB-NAG,Nagpur,Nagpur,MH,440001,21.064107,79.049473,9.93,,0,0,0,Exp,Card,120030.43,Thunderstorm,VEH-0251,4.1,2.74,49.3,Bike,In Transit,1.5,1,0.0,4.9647532729103725
ORD-009367,CUST-02077,PRD-00271,4,2024-01-29 14:12:00,HUB-COI,Coimbatore,Visakhapatnam,AP,530001,17.640359,83.243895,1000.37,,0,0,0,Standard,Card,447067.2,Clear,VEH-0605,37.5,30.41,3574.1,Truck,Pending,471.72,1,0.0,3.572778072113318
ORD-000783,CUST-04418,PRD-00524,1,2024-08-02 00:00:00,HUB-MYS,Mysuru,Kolkata,WB,700001,22.595749,88.381085,1690.33,,0,0,0,Eco,Cod,25610.55,,VEH-0250,84.3,63.22,1378.35,Bike,Delivered,0.79,1,0.0,0.8154324895138819
ORD-000234,CUST-02370,PRD-00026,2,2024-10-07 00:00:00,HUB-KOL,Kolkata,Kolkata,WB,700001,22.53981,88.330237,5.02,,0,0,0,Express,Prepaid,290936.82,Clear,VEH-0369,0.4,0.3,37.78,Bike,Delivered,5.6,1,0.0,7.525896414342631
ORD-006495,CUST-02025,PRD-00630,1,2024-03-20 20:12:00,HUB-KOL,Kolkata,Nagpur,MH,440001,21.123538,79.137606,965.59,43*30*34,1,1,0,Economy,Prepaid,114641.62,Fog,VEH-0690,33.5,28.85,2655.35,Truck,Delivered,4.38,1,0.0,2.7499766981845295
ORD-004911,CUST-03915,PRD-00585,4,2024-02-11 13:23:00,HUB-MUM,Mumbai,Mumbai,MH,400001,19.005337,72.897419,8.13,58 x 31 x 43,1,1,0,Same-Day,Card,520452.52,Clear,VEH-0225,0.4,0.3,321.81,Bike,Delivered,9.0,1,0.0,39.5830258302583
ORD-009971,CUST-03106,PRD-00264,3,2024-04-15 19:00:00,HUB-GUW,Guwahati,Mumbai,MH,400001,19.085201,72.923257,2081.58,,0,0,0,Standard,Prepaid,488541.84,Clear,VEH-0644,65.9,53.27,,Truck,In Transit,71.91,1,0.0,
ORD-006867,CUST-02332,PRD-00239,4,2024-05-03 11:58:00,HUB-MUM,Mumbai,Bhubaneswar,OD,751001,20.327665,85.838587,1363.57,,1,0,0,Standard,Prepaid,56259.44,Thunderstorm,VEH-0675,51.0,,4170.87,Truck,Delivered,264.92,0,,3.058786860960567
ORD-007070,CUST-01258,PRD-00500,3,2025-12-04 14:05:00,HUB-BEN,Bengaluru,Bengaluru,KA,560001,12.992331,77.510945,9.35,44*37*49,0,0,0,Same-Day,Card,492650.64,Rain,VEH-0312,5.4,3.55,279.16,Bike,Delivered,5.25,1,0.0,29.856684491978612
ORD-004360,CUST-02600,PRD-00001,1,2025-05-14 20:44:00,HUB-PUN,Pune,Pune,MH,411001,18.410509,73.804597,13.4,45*50*21,1,0,0,Same-Day,Card,146371.36,Cloudy,VEH-0371,1.1,0.87,243.89,Bike,Delivered,0.66,1,0.0,18.200746268656715
ORD-001383,CUST-04620,PRD-00053,1,2024-11-13 06:31:00,HUB-CHA,Chandigarh,Ahmedabad,GJ,380001,23.032302,72.534712,953.94,32x37x48,1,0,0,Economy,Cod,154062.83,Rain,VEH-0659,37.9,29.28,2592.59,Truck,Cancelled,0.89,1,0.0,2.717770509675661
ORD-002549,CUST-04366,PRD-00046,2,2024-05-22 00:00:00,HUB-GUW,Guwahati,Guwahati,AS,781001,26.121266,91.644242,9.54,87 x 11 x 36,1,0,0,Express,Card,189284.96,Clear,VEH-0105,1.6,1.05,40.02,Drone,Pending,4.64,1,0.0,4.194968553459121
ORD-000415,,PRD-00810,1,2024-02-13 06:58:00,HUB-LUC,Lucknow,Lucknow,UP,226001,26.845762,80.929262,1.68,,1,0,0,Standard,Card,34722.03,Clear,VEH-0123,0.4,0.3,42.63,Drone,Returned,2.91,1,0.0,25.375000000000004
ORD-012967,CUST-02346,PRD-00374,3,2024-06-05 19:58:00,HUB-HYD,Hyderabad,Ahmedabad,GJ,380001,22.986589,72.605501,874.21,15x45x22,1,0,0,Standard,Prepaid,334302.24,Cloudy,VEH-0589,25.1,21.9,2425.35,Truck,Delivered,5.1,1,0.0,2.7743333981537615
