route_id,seq,lat,lon,ts,speed_kmph
RTE-00010,10,22.40801,88.255737,2024-11-26 14:44:00,29.2
RTE-00010,11,22.401902,88.249237,2024-11-26 15:04:00,23.0
RTE-00010,12,22.413731,88.243608,2024-11-26 13:45:00,21.8
RTE-00011,1,9.929742,78.142199,2025-01-04 10:12:00,20.4
RTE-00011,2,9.928152,78.162587,2025-01-04 10:19:00,20.3
RTE-00011,3,9.944534,78.211726,2025-04-01 10:32:00,28.9
RTE-00011,4,9.905657,78.231037,2025-04-01 10:39:00,21.6
RTE-00011,5,9.920473,78.247956,2025-04-01 10:24:00,17.2
RTE-00011,6,9.945941,78.270184,2025-04-01 11:47:00,30.6
RTE-00011,7,9.898892,78.286116,2025-04-01 11:06:00,29.1
RTE-00012,1,28.44904,76.983606,2024-12-05 10:00:00,24.8
RTE-00012,2,28.409313,76.950716,2024-12-05 10:03:00,47.7
RTE-00012,3,28.439374,76.994089,2024-12-05 10:30:00,44.3
RTE-00012,4,28.430116,77.033554,2024-12-05 10:51:00,17.7
RTE-00012,5,28.404723,77.017462,2024-05-12 10:20:00,32.6
RTE-00012,6,,77.015363,2024-12-05 10:35:00,25.5
RTE-00012,7,28.415693,76.97552,2024-05-12 11:36:00,34.2
RTE-00013,1,17.671503,83.181327,2024-11-17 06:05:00,17.7
RTE-00013,2,17.695082,83.167994,2024-11-17 06:20:00,34.6
RTE-00013,3,17.656643,83.190501,2024-11-17 00:00:00,30.4
RTE-00013,4,17.665742,83.24031,2024-11-17 06:14:00,25.7
RTE-00013,5,17.702608,83.217808,2024-11-17 06:53:00,37.3
RTE-00013,6,17.698228,83.229494,2024-11-17 07:25:00,21.8
RTE-00013,7,17.690303,83.246837,2024-11-17 06:59:00,27.2
RTE-00013,8,17.714774,83.258062,2024-11-17 08:11:00,27.7
RTE-00013,9,17.728795,83.306022,2024-11-17 08:21:00,38.1
RTE-00013,10,17.776061,83.281354,2024-11-17 09:05:00,54.4
RTE-00013,11,17.781341,83.307013,2024-11-17 08:45:00,38.6
RTE-00013,12,17.818482,83.33391,2024-11-17 07:33:00,37.7
RTE-00013,13,17.786049,83.371652,2024-11-17 08:41:00,19.9
RTE-00013,14,17.780443,83.350419,2024-11-17 09:20:00,37.8
RTE-00014,1,17.422898,78.482826,2024-02-19 00:00:00,35.7
RTE-00014,2,17.43041,78.484362,2024-02-19 07:05:00,35.9
RTE-00014,3,17.445635,78.504538,2024-02-19 07:34:00,29.4
RTE-00014,4,17.472568,78.491301,2024-02-19 07:58:00,30.4
RTE-00014,5,17.42588,78.513469,2024-02-19 08:14:00,33.7
RTE-00014,6,17.415139,78.463531,2024-02-19 07:38:00,28.9
RTE-00014,7,17.44558,78.466917,2024-02-19 08:28:00,34.6
RTE-00014,8,17.467142,78.426891,2024-02-19 00:00:00,10.9
RTE-00014,9,17.440368,78.416552,2024-02-19 09:06:00,30.1
RTE-00015,1,17.697227,83.267807,2024-04-12 11:44:00,33.9
RTE-00015,2,17.745587,83.288548,2024-12-04 11:51:00,22.3
RTE-00015,3,17.746404,83.3153,2024-12-04 12:16:00,29.3
RTE-00015,4,17.726815,83.292934,2024-04-12 12:44:00,36.6
RTE-00015,5,17.681857,83.318465,2024-04-12 12:44:00,17.7
RTE-00015,6,17.725148,83.344978,2024-04-12 12:59:00,14.7
RTE-00015,7,17.691799,83.349474,2024-04-12 12:44:00,40.0
RTE-00015,8,17.735243,83.314988,2024-12-04 13:22:00,48.8
RTE-00015,9,17.686489,83.348022,2024-04-12 14:08:00,35.6
RTE-00015,10,17.669253,83.367131,2024-12-04 14:26:00,14.4
RTE-00015,11,17.681961,83.359058,2024-04-12 13:44:00,34.2
RTE-00015,12,17.718041,83.389295,2024-12-04 13:23:00,37.7
RTE-00015,13,17.68867,83.394994,2024-12-04 12:32:00,
RTE-00016,1,12.98438,77.615466,2024-09-30 09:58:00,48.9
RTE-00016,2,12.946045,77.656764,2024-09-30 10:11:00,38.2
RTE-00016,3,12.992443,77.695107,2024-09-30 10:36:00,57.6
RTE-00016,4,13.042434,77.666685,2024-09-30 10:49:00,50.4
RTE-00016,5,13.022395,77.716403,2024-09-30 11:18:00,42.0
RTE-00016,6,13.010478,77.689114,2024-09-30 11:28:00,43.3
RTE-00016,7,12.962099,77.688721,2024-09-30 10:16:00,45.6
RTE-00017,1,19.066997,72.862997,2024-01-23 12:58:00,29.4
RTE-00017,2,19.041903,72.875891,2024-01-23 13:03:00,27.5
RTE-00017,3,18.997243,72.839864,2024-01-23 13:32:00,28.9
RTE-00017,4,18.959363,72.870013,2024-01-23 13:49:00,11.5
RTE-00017,5,18.99086,72.858801,2024-01-23 13:54:00,32.8
RTE-00017,6,19.026962,72.885812,2024-01-23 13:13:00,33.1
RTE-00017,7,19.047185,72.872644,2024-01-23 14:28:00,9.7
RTE-00017,8,19.034136,72.869485,2024-01-23 14:29:00,28.4
RTE-00017,9,19.046005,72.89396,2024-01-23 14:26:00,47.0
RTE-00018,1,12.999594,77.602039,2024-09-28 16:12:00,23.2
RTE-00018,2,12.999537,77.604079,2024-09-28 16:31:00,32.2
RTE-00018,3,12.963391,77.596164,2024-09-28 16:42:00,33.4
RTE-00018,4,12.979286,77.60728,2024-09-28 17:12:00,7.8
RTE-00018,5,12.967703,77.654338,2024-09-28 00:00:00,30.3
RTE-00018,6,12.972869,77.612041,2024-09-28 16:37:00,39.6
RTE-00018,7,12.941192,77.639261,2024-09-28 18:06:00,50.8
RTE-00019,1,,76.821432,2024-05-05 17:12:00,38.6
RTE-00019,2,30.750939,76.869944,2024-05-05 17:22:00,45.4
RTE-00019,3,30.798482,76.854044,2024-05-05 17:36:00,
RTE-00019,4,30.774578,76.871921,2024-05-05 17:42:00,31.1
RTE-00019,5,30.811943,76.881137,2024-05-05 17:28:00,35.9
RTE-00019,6,30.833643,76.84714,2024-05-05 17:57:00,29.1
RTE-00019,7,30.869006,76.874024,2024-05-05 00:00:00,26.0
RTE-00019,8,30.833024,76.914524,2024-05-05 17:40:00,54.2
RTE-00019,9,30.785304,76.941979,2024-05-05 18:40:00,16.2
RTE-00019,10,30.784804,76.926423,2024-05-05 19:45:00,53.5
RTE-00019,11,30.764268,76.891719,2024-05-05 18:02:00,43.3
RTE-00020,1,23.014814,72.593061,2025-01-16 20:00:00,31.9
RTE-00020,2,22.977248,72.553556,2025-01-16 20:16:00,34.0
RTE-00020,3,22.929152,72.598118,2025-01-16 20:34:00,39.3
RTE-00020,4,22.929128,72.643755,2025-01-16 21:00:00,36.1
RTE-00020,5,22.958815,72.678845,2025-01-16 00:00:00,57.9
RTE-00020,6,22.954288,72.715389,2025-01-16 20:25:00,26.4
RTE-00020,7,22.91163,72.76056,2025-01-16 20:42:00,38.0
RTE-00021,1,18.488398,73.824226,2024-01-09 06:05:00,43.4
RTE-00021,2,18.449463,73.850782,2024-01-09 06:10:00,57.9
RTE-00021,3,18.420367,73.808956,2024-09-01 06:21:00,23.2
RTE-00021,4,18.384796,73.772261,2024-01-09 06:47:00,18.1
RTE-00021,5,18.358997,73.758281,2024-01-09 07:17:00,23.8
RTE-00021,6,18.401084,73.776087,2024-01-09 06:50:00,35.3
RTE-00021,7,18.419737,73.733985,2024-09-01 07:59:00,48.9
RTE-00021,8,18.417979,73.707564,2024-01-09 06:33:00,23.7
RTE-00021,9,18.457638,73.667817,2024-09-01 00:00:00,40.4
RTE-00021,10,18.495145,73.68695,2024-01-09 09:05:00,30.0
RTE-00021,11,18.481905,73.649435,2024-09-01 06:45:00,35.6
RTE-00021,12,18.488295,73.675927,2024-01-09 06:38:00,27.0
RTE-00021,13,18.446997,73.702357,2024-01-09 09:17:00,52.7
RTE-00022,1,26.192787,91.737543,2025-02-21 20:44:00,32.8
RTE-00022,2,26.157032,91.782666,2025-02-21 20:59:00,0.9
RTE-00022,3,26.109303,91.774451,2025-02-21 21:18:00,26.8
RTE-00022,4,26.102941,91.784117,2025-02-21 00:00:00,21.7
RTE-00022,5,26.095142,91.767645,2025-02-21 21:52:00,25.0
RTE-00022,6,26.089664,91.720956,2025-02-21 21:24:00,18.7
RTE-00022,7,26.10925,91.696998,2025-02-21 22:26:00,41.1
RTE-00022,8,26.154962,91.71054,2025-02-21 21:33:00,29.3
RTE-00022,9,26.175341,91.670419,2025-02-21 22:04:00,59.2
RTE-00022,10,26.135293,91.676673,2025-02-21 22:14:00,31.6
RTE-00022,11,26.179921,91.695507,2025-02-21 22:14:00,23.2
RTE-00022,12,26.179074,91.744802,2025-02-21 21:28:00,39.7
RTE-00022,13,26.152583,91.776522,2025-02-22 00:20:00,14.5
RTE-00022,14,26.174412,91.748973,2025-02-21 00:00:00,39.6
RTE-00023,1,11.045628,76.915639,2025-03-15 13:12:00,41.1
RTE-00023,2,11.029412,76.948279,2025-03-15 13:24:00,31.5
RTE-00023,3,11.010644,76.985472,2025-03-15 13:40:00,36.9
RTE-00023,4,11.04885,77.00569,2025-03-15 13:39:00,11.7
RTE-00023,5,11.014163,77.048398,2025-03-15 13:28:00,30.2
RTE-00023,6,11.00963,77.02391,2025-03-15 13:47:00,21.9
RTE-00023,7,11.006874,77.062365,2025-03-15 00:00:00,21.8
RTE-00023,8,10.959044,77.075123,2025-03-15 00:00:00,47.8
RTE-00024,1,17.3394,78.495105,2024-06-21 09:12:00,45.7
RTE-00024,2,17.344351,78.52876,2024-06-21 09:28:00,15.9
RTE-00024,3,17.376837,78.575415,2024-06-21 09:42:00,
RTE-00024,4,17.408041,78.57177,2024-06-21 10:03:00,28.7
RTE-00024,5,17.42673,78.582066,2024-06-21 09:24:00,49.7
RTE-00024,6,17.388924,78.539695,2024-06-21 10:12:00,58.9
RTE-00024,7,17.432398,78.535966,2024-06-21 09:48:00,47.4
RTE-00024,8,17.424762,78.507136,2024-06-21 11:04:00,18.7
RTE-00024,9,17.394494,78.546351,2024-06-21 11:28:00,31.3
RTE-00024,10,17.356734,78.552548,2024-06-21 11:45:00,47.7
RTE-00024,11,17.319113,78.539988,2024-06-21 10:52:00,37.3
RTE-00024,12,17.336364,78.574704,2024-06-21 10:07:00,54.1
RTE-00024,13,17.305076,78.52779,2024-06-21 11:12:00,17.1
RTE-00026,1,17.355642,78.469531,2024-08-15 21:05:00,20.2
RTE-00026,2,17.381359,78.470708,2024-08-15 21:25:00,25.2
RTE-00026,3,17.376404,78.520115,2024-08-15 21:13:00,19.4
RTE-00026,4,17.372723,78.566201,2024-08-15 21:20:00,40.0
RTE-00026,5,17.404311,78.55297,2024-08-15 22:09:00,38.5
RTE-00026,6,17.399261,78.51797,2024-08-15 21:20:00,33.1
RTE-00026,7,17.416729,78.539845,2024-08-15 21:35:00,26.6
RTE-00026,8,17.446322,78.585881,2024-08-15 21:26:00,33.4
RTE-00027,1,9.916222,76.254944,2024-02-06 16:12:00,26.5
RTE-00027,2,9.92576,76.291387,2024-06-02 16:17:00,39.3
RTE-00027,3,9.952311,76.322271,2024-02-06 16:32:00,34.2
RTE-00027,4,9.910098,76.324664,2024-06-02 00:00:00,
RTE-00027,5,9.910782,76.337558,2024-06-02 16:56:00,53.0
RTE-00027,6,9.929785,76.376459,2024-02-06 17:07:00,0.0
RTE-00027,7,9.950583,76.35946,2024-02-06 17:12:00,29.7
RTE-00027,8,9.923564,76.332557,2024-02-06 18:18:00,10.0
RTE-00027,9,9.940759,76.317328,2024-02-06 17:08:00,48.3
RTE-00027,10,9.956303,76.311154,2024-02-06 18:27:00,5.7
RTE-00028,1,28.435816,76.999545,2024-08-10 21:05:00,41.9
RTE-00028,2,28.451351,76.980134,2024-08-10 21:12:00,44.3
RTE-00028,3,28.464875,76.954556,2024-10-08 21:33:00,18.4
RTE-00028,4,28.507273,76.98034,2024-10-08 21:35:00,51.4
RTE-00028,5,28.512777,77.023365,2024-10-08 22:25:00,39.3
RTE-00028,6,28.484862,77.062038,2024-10-08 22:05:00,28.5
RTE-00028,7,28.522,77.028347,2024-10-08 23:05:00,30.8
RTE-00029,1,13.089645,80.243813,2025-02-24 16:31:00,31.5
RTE-00029,2,13.061927,80.27421,2025-02-24 16:45:00,34.1
RTE-00029,3,13.042359,80.238692,2025-02-24 16:53:00,29.9
RTE-00029,4,13.010819,80.204029,2025-02-24 16:43:00,28.6
RTE-00029,5,12.997491,80.190419,2025-02-24 16:51:00,65.0
RTE-00029,6,13.01367,80.182505,2025-02-24 17:21:00,
RTE-00029,7,13.046808,80.192799,2025-02-24 17:55:00,46.9
RTE-00029,8,13.070586,80.178405,2025-02-24 18:02:00,20.8
RTE-00029,9,13.054519,80.175743,2025-02-24 18:31:00,11.3
RTE-00029,10,13.043857,80.20611,2025-02-24 19:13:00,37.4
RTE-00030,1,12.311709,76.643651,2024-07-24 00:00:00,43.5
RTE-00030,2,12.293801,76.600575,2024-07-24 19:52:00,27.5
RTE-00030,3,12.253524,76.640033,2024-07-24 20:12:00,35.5
RTE-00030,4,12.275643,76.619284,2024-07-24 20:38:00,35.3
RTE-00031,1,28.419536,76.985659,2024-03-13 08:17:00,43.2
RTE-00031,2,28.374036,76.998341,2024-03-13 00:00:00,31.0
RTE-00031,3,28.356751,77.008638,2024-03-13 08:51:00,25.5
RTE-00031,4,,77.005684,2024-03-13 08:47:00,38.8
RTE-00031,5,28.35586,77.037227,2024-03-13 08:45:00,28.9
RTE-00032,1,23.010117,72.568678,2024-12-13 09:12:00,58.1
RTE-00032,2,23.036455,72.531859,2024-12-13 09:23:00,46.7
RTE-00032,3,22.997811,72.486283,2024-12-13 09:26:00,31.5
RTE-00032,4,22.952977,72.470977,2024-12-13 09:21:00,26.4
RTE-00032,5,22.935448,72.432066,2024-12-13 10:28:00,27.8
RTE-00032,6,22.960897,72.436486,2024-12-13 10:17:00,26.7
RTE-00032,7,22.951564,72.462563,2024-12-13 00:00:00,45.8
RTE-00033,1,28.571858,77.245831,2024-11-27 13:12:00,26.7
RTE-00033,2,28.542785,77.295228,2024-11-27 13:25:00,16.9
RTE-00033,3,,77.33144,2024-11-27 13:44:00,25.9
RTE-00033,4,28.49943,77.281996,2024-11-27 13:57:00,27.4
RTE-00033,5,28.479338,77.27976,2024-11-27 14:28:00,39.0
RTE-00033,6,28.451642,77.259054,2024-11-27 14:52:00,32.3
RTE-00034,1,30.721314,76.737383,2024-02-04 07:31:00,13.9
RTE-00034,2,30.72888,76.750716,2024-04-02 07:34:00,41.2
RTE-00034,3,30.739599,76.777207,2024-02-04 08:03:00,5.6
RTE-00034,4,,76.770244,2024-02-04 08:10:00,51.4
RTE-00034,5,,76.729184,2024-02-04 08:47:00,45.8
RTE-00034,6,30.793689,76.735817,2024-02-04 08:21:00,17.9
RTE-00034,7,30.824512,76.706517,2024-02-04 08:55:00,35.8
RTE-00034,8,30.871232,76.68165,2024-04-02 09:23:00,34.9
RTE-00034,9,30.919124,76.724898,2024-02-04 08:27:00,18.3
RTE-00034,10,30.935602,76.685815,2024-02-04 10:31:00,38.6
RTE-00034,11,30.908013,76.665332,2024-02-04 08:41:00,38.6
RTE-00035,1,26.841962,80.915482,2024-11-16 11:12:00,22.6
RTE-00035,2,26.85277,80.91028,2024-11-16 00:00:00,30.4
RTE-00035,3,26.890604,80.86155,2024-11-16 11:32:00,45.8
RTE-00035,4,26.857628,80.893073,2024-11-16 11:45:00,45.1
RTE-00035,5,26.885241,80.896258,2024-11-16 12:24:00,7.8
RTE-00035,6,26.885343,80.924157,2024-11-16 12:17:00,55.5
RTE-00035,7,26.84914,80.876228,2024-11-16 11:42:00,38.5
RTE-00035,8,26.813049,80.867862,2024-11-16 12:50:00,52.8
RTE-00036,1,26.867783,75.832223,2024-07-11 11:23:00,40.1
RTE-00036,2,26.878969,75.805824,2024-07-11 11:42:00,26.4
RTE-00036,3,26.90675,75.759932,2024-11-07 11:39:00,2.4
RTE-00036,4,26.926989,75.749639,2024-11-07 11:35:00,18.7
RTE-00036,5,26.899026,75.742251,2024-07-11 12:43:00,45.0
RTE-00036,6,26.916829,75.717694,2024-07-11 11:43:00,33.0
RTE-00036,7,26.964909,75.740141,2024-07-11 12:29:00,44.0
RTE-00036,8,26.930804,75.737813,2024-07-11 12:47:00,27.4
RTE-00036,9,26.92745,75.771723,2024-07-11 13:15:00,24.6
RTE-00036,10,26.942159,75.797013,2024-11-07 14:14:00,40.4
RTE-00036,11,26.991889,75.82682,2024-07-11 14:33:00,49.9
RTE-00036,12,26.989428,75.836958,2024-11-07 14:19:00,21.5
RTE-00036,13,26.998978,75.806504,2024-07-11 13:47:00,39.0
RTE-00036,14,,75.788036,2024-07-11 13:20:00,47.3
RTE-00037,1,,88.362709,2024-02-14 11:31:00,52.6
RTE-00037,2,22.588822,88.363859,2024-02-14 11:50:00,42.8
RTE-00037,3,22.561855,88.332285,2024-02-14 12:01:00,43.4
RTE-00037,4,22.544522,88.374954,2024-02-14 00:00:00,27.0
RTE-00037,5,22.589181,88.376529,2024-02-14 12:35:00,40.8
RTE-00037,6,22.549744,88.401834,2024-02-14 12:41:00,29.4
RTE-00037,7,22.557639,88.390805,2024-02-14 12:49:00,21.6
RTE-00037,8,22.603236,88.433753,2024-02-14 12:06:00,10.7
RTE-00037,9,22.575766,88.456269,2024-02-14 13:47:00,63.4
RTE-00037,10,22.616903,88.437237,2024-02-14 12:34:00,33.9
RTE-00037,11,22.578165,88.464829,2024-02-14 14:01:00,28.4
RTE-00037,12,22.608797,88.468415,2024-02-14 00:00:00,17.4
RTE-00038,1,12.342657,76.589893,2024-03-22 17:58:00,12.9
RTE-00038,2,12.345308,76.560069,2024-03-22 18:08:00,24.1
RTE-00038,3,12.350279,76.603812,2024-03-22 18:14:00,
RTE-00038,4,12.382315,76.59871,2024-03-22 18:43:00,38.9
RTE-00038,5,12.363079,76.624655,2024-03-22 19:18:00,25.4
RTE-00038,6,12.332256,76.585448,2024-03-22 19:33:00,19.7
RTE-00038,7,12.358111,76.550023,2024-03-22 19:28:00,
RTE-00038,8,12.355612,76.557205,2024-03-22 18:26:00,43.4
RTE-00038,9,12.375441,76.585888,2024-03-22 19:42:00,9.7
RTE-00039,1,12.934248,77.624839,2024-04-25 11:44:00,42.1
RTE-00039,2,12.896101,77.621618,2024-04-25 12:01:00,44.3
RTE-00039,3,12.90428,77.658152,2024-04-25 12:22:00,6.7
RTE-00039,4,12.93875,77.626516,2024-04-25 12:41:00,30.2
RTE-00039,5,12.900754,77.615417,2024-04-25 12:32:00,22.4
RTE-00039,6,12.935065,77.655774,2024-04-25 00:00:00,40.1
RTE-00039,7,12.899788,77.660976,2024-04-25 12:56:00,21.2
RTE-00039,8,12.937136,77.691109,2024-04-25 13:50:00,26.6
RTE-00039,9,12.889084,77.71844,2024-04-25 13:36:00,41.9
RTE-00039,10,12.916243,77.735671,2024-04-25 13:41:00,33.0
RTE-00039,11,12.886984,77.693216,2024-04-25 14:44:00,52.7
RTE-00040,1,28.572721,77.256014,2024-12-12 18:44:00,42.2
RTE-00040,2,28.547467,77.262909,2024-12-12 18:54:00,28.9
RTE-00040,3,28.552848,77.258366,2024-12-12 19:10:00,33.4
RTE-00040,4,28.538541,77.222962,2024-12-12 19:20:00,47.6
RTE-00040,5,28.533238,77.230319,2024-12-12 20:04:00,19.6
RTE-00040,6,28.575478,77.254959,2024-12-12 19:24:00,26.6
RTE-00041,1,19.056979,72.870276,2024-08-12 20:00:00,33.8
RTE-00041,2,19.078696,72.844653,2024-12-08 20:11:00,33.8
RTE-00041,3,19.066816,72.808466,2024-08-12 20:14:00,22.4
RTE-00041,4,19.086663,72.806471,2024-08-12 20:18:00,38.7
RTE-00041,5,19.068201,72.758217,2024-12-08 20:12:00,
RTE-00041,6,19.033754,72.71469,2024-08-12 21:20:00,49.1
RTE-00041,7,19.037302,72.742699,2024-08-12 21:48:00,27.4
RTE-00041,8,19.046374,72.767487,2024-12-08 00:00:00,42.9
RTE-00041,9,19.06802,72.777777,2024-08-12 21:20:00,44.6
RTE-00042,1,10.999899,76.948295,2024-06-12 18:23:00,42.5
RTE-00042,2,11.033017,76.953727,2024-06-12 18:33:00,45.7
RTE-00042,3,11.076948,76.940712,2024-06-12 18:43:00,
RTE-00043,1,28.651204,77.181673,2025-06-03 07:44:00,53.5
RTE-00043,2,,77.189632,2025-06-03 08:02:00,36.0
RTE-00043,3,28.599787,77.166497,2025-06-03 08:06:00,55.6
RTE-00043,4,28.552207,77.153935,2025-06-03 08:41:00,32.8
RTE-00043,5,28.580663,77.151723,2025-06-03 08:08:00,32.2
RTE-00043,6,28.576781,77.194956,2025-06-03 09:24:00,40.7
RTE-00043,7,28.584239,77.214275,2025-06-03 09:32:00,58.8
RTE-00043,8,28.591211,77.181487,2025-06-03 08:12:00,8.9
RTE-00044,1,12.259609,76.66744,2024-06-27 21:23:00,57.8
RTE-00044,2,12.231835,76.631418,2024-06-27 21:28:00,20.7
RTE-00044,3,12.27317,76.615428,2024-06-27 21:55:00,19.7
RTE-00044,4,12.317597,76.626139,2024-06-27 22:14:00,26.1
RTE-00044,5,12.282237,76.634857,2024-06-27 22:07:00,15.6
RTE-00044,6,12.284111,76.647111,2024-06-27 21:43:00,30.0
RTE-00044,7,12.263863,76.598255,2024-06-27 23:11:00,30.5
RTE-00044,8,12.25219,76.604149,2024-06-27 23:22:00,32.9
RTE-00044,9,12.211929,76.56913,2024-06-27 22:51:00,26.3
RTE-00044,10,12.165607,76.549371,2024-06-27 22:53:00,46.0
RTE-00044,11,12.135201,76.548237,2024-06-27 23:23:00,31.7
RTE-00044,12,12.162822,76.530221,2024-06-27 23:46:00,42.3
RTE-00044,13,12.186134,76.51962,2024-06-28 00:00:00,25.8
