vehicle_id,vehicle_type,model_name,capacity_kg,max_range_km,avg_speed_kmph,hub_code,purchase_date,odometer_km,fleet_status,driver_id,battery_capacity_wh,last_service_date,insurance_expiry,ownership
VEH-0014,Drone,Aravind-339,4.0,27.4,49,HUB-DEL,2020-03-12,213119.4,Idle,,2249.0,2024-06-08,2025-02-28,3PL Partner
VEH-0015,Drone,Kaveri-997,1.4,23.9,50,HUB-BEN,2022-12-10,241627.4,Active,,6755.0,2025-03-28,2024-09-16,3PL Partner
VEH-0016,Drone,Aravind-747,2.5,29.4,61,HUB-NAG,2023-07-28,17537.1,Maintenance,,3515.0,2024-12-26,2025-11-28,Owned
VEH-0017,Drone,Aravind-556,3.5,11.4,50,HUB-CHE,2019-01-02,213750.0,Maintenance,,4093.0,2024-11-10,2025-11-30,Owned
VEH-0018,Drone,Meridian-738,4.5,10.5,60,HUB-KOL,2020-09-27,257604.6,Active,,3835.0,2024-07-25,2024-10-05,3PL Partner
VEH-0019,Drone,Kaveri-173,4.8,26.4,59,HUB-DEL,2021-09-27,50055.6,Active,,8799.0,2024-07-26,2024-02-14,3PL Partner
VEH-0020,Drone,Zenith-123,2.3,23.0,61,HUB-NAG,2023-02-09,51766.8,Active,,2705.0,2025-01-18,2025-05-31,Owned
VEH-0021,Drone,Aravind-818,1.0,13.9,61,HUB-PUN,2021-07-07,113228.6,Active,,7857.0,2024-01-24,2024-12-09,Owned
VEH-0022,Drone,Aravind-380,3.3,20.2,60,HUB-COI,2022-04-15,205854.1,Retired,,3824.0,2024-09-17,2025-01-21,Leased
VEH-0023,Drone,UrbanCraft-104,4.8,16.4,54,HUB-GUR,2022-10-25,156177.2,Active,,3345.0,2024-06-22,2024-02-17,3PL Partner
VEH-0024,Drone,Tamira-456,1.5 kg,18.1,50,HUB-NAG,2019-11-09,-,Maintenance,,7321.0,2024-12-01,2024-12-12,Leased
VEH-0025,Drone,Kaveri-474,4000 g,14.7,61,HUB-DEL,2022-01-03,6542.5,Active,,6058.0,2024-06-13,2025-03-27,Owned
VEH-0026,Drone,Kaveri-527,5.5,25.3,51,HUB-BEN,2020-02-26,148140.7,Active,,3023.0,2024-08-13,2025-05-03,3PL Partner
VEH-0027,Drone,Tamira-801,2.5,11.2,52,HUB-GUR,2017-11-30,237861.7,Maintenance,,4207.0,2024-03-11,2025-07-22,Owned
VEH-0028,Drone,Nexon-299,1.2,10.2,57,HUB-LUC,2021-03-11,31384.3,Idle,,4745.0,2024-10-04,2025-08-15,Leased
VEH-0029,Drone,Nexon-945,4.1,25.2,50,HUB-GUR,2022-07-03,206510.5,Idle,,8465.0,2024-06-27,2025-07-22,Owned
VEH-0030,Drone,Vayu-798,3.4,8.4,57,HUB-PUN,2022-04-22,24815.1,Active,,3132.0,2025-05-15,2024-02-12,3PL Partner
VEH-0031,Drone,Tamira-214,2.4,9.0,59,HUB-KOC,2018-08-27,89574.2,Active,,7492.0,2024-01-16,2025-02-09,3PL Partner
VEH-0032,Drone,Meridian-527,3.4,15.4,52,HUB-PUN,2023-09-16,153768.6,Active,,3737.0,2025-03-27,2024-05-13,Leased
VEH-0033,Drone,Vayu-960,5.6,21.1,55,HUB-CHA,2020-02-28,37133.3,Idle,,2068.0,2024-04-16,2024-10-02,3PL Partner
VEH-0034,Drone,Zenith-172,5.7 kg,20.8,54,HUB-BHU,2021-03-18,8736.4,Active,,2240.0,2024-02-28,2025-03-03,Owned
VEH-0035,Drone,Nexon-430,2.9,23.7,59,HUB-BEN,2022-03-31,8889.3,Active,,6058.0,2025-04-26,2024-11-10,Owned
VEH-0036,Drone,Vayu-775,2.8,9.0,50,HUB-GUW,2019-09-05,36059.3,Idle,,4985.0,2025-05-20,2024-11-20,3PL Partner
VEH-0037,Drone,Aravind-463,5.9,8.6,54,HUB-BHU,2019-05-06,228560.4,Maintenance,,3455.0,2024-07-03,2023-10-17,3PL Partner
VEH-0038,Drone,Zenith-351,1.1,29.9,52,HUB-GUW,2021-08-01,194339.4,Active,,5447.0,2025-04-26,2024-06-01,Leased
VEH-0039,Drone,Nexon-817,4.8,14.8,51,HUB-HYD,2017-12-26,246189.7,Idle,,5623.0,2024-06-01,2024-02-11,Leased
VEH-0040,Drone,Nexon-357,3.0,19.3,61,HUB-BHU,2023-06-14,53150.9,Active,,5601.0,2025-04-26,2024-11-16,Leased
VEH-0041,Drone,Aravind-410,1.6,8.0,50,HUB-HYD,2020-02-01,254025.3,Maintenance,,7405.0,2025-10-06,2024-04-01,3PL Partner
VEH-0042,Drone,UrbanCraft-471,1.2,23.5,60,HUB-GUW,2020-10-29,30137.5,Retired,,4724.0,2024-10-20,2025-09-01,Leased
VEH-0043,Drone,UrbanCraft-416,2.4,23.8,50,HUB-HYD,2017-08-04,220780.5,Maintenance,,4754.0,2024-12-21,2025-04-19,Leased
VEH-0044,Drone,Nexon-671,1.6,10.2,61,HUB-KOC,2022-08-20,6870.7,Retired,,8434.0,2025-02-22,2025-06-25,3PL Partner
VEH-0045,Drone,Nexon-465,4.2,17.7,61,HUB-GUW,2023-10-06,unknown,Active,,2568.0,2024-05-20,2024-10-10,3PL Partner
VEH-0046,Drone,Nexon-302,4.5,-8.6,53,HUB-HYD,2018-04-05,146805.7,Active,,5298.0,2025-06-19,2025-10-06,Owned
VEH-0047,Drone,Vayu-518,4.9,9.2,55,HUB-GUR,2020-11-28,237938.8,Active,,7969.0,2024-04-05,2024-03-06,Leased
VEH-0048,Drone,Vayu-253,1.9 kg,29.6,53,HUB-DEL,2022-06-03,29988.8,Maintenance,,4262.0,2024-12-23,2024-07-06,Owned
VEH-0049,Drone,Nexon-207,3.8,14.6,57,HUB-CHE,2023-06-23,25199.3,Idle,,5108.0,2024-02-05,2025-02-01,Owned
VEH-0050,Drone,Nexon-321,2.5,24.0,56,HUB-DEL,2021-11-09,57969.4,Retired,,4390.0,2024-08-15,2025-01-20,Owned
VEH-0051,Drone,Aravind-412,1.3,27.3,56,HUB-GUR,2021-06-21,123777.3,Maintenance,,4263.0,2024-02-21,2025-09-07,Leased
VEH-0052,Drone,Vayu-875,4.7KG,20.4,52,HUB-PUN,2019-08-12,103112.9,Idle,,2457.0,2024-08-10,2024-08-03,Leased
VEH-0053,Drone,Zenith-747,3.2KG,11.9,50,HUB-LUC,2022-04-07,32833.8,Active,,6259.0,2024-08-08,2024-09-09,Owned
VEH-0054,Drone,Tamira-357,3.5,9.8,61,HUB-GUW,2018-04-21,12878.0,Active,,5262.0,2025-03-18,2023-10-16,Leased
VEH-0055,Drone,Aravind-910,1.5,9.8,56,HUB-KOC,2021-12-16,120206.2,Retired,,6449.0,2024-07-17,2024-08-16,3PL Partner
VEH-0056,Drone,Tamira-470,5.2,17.9,57,HUB-KOL,2020-01-06,149815.4,Idle,,4462.0,2024-02-07,2024-12-21,Leased
VEH-0057,Drone,Meridian-651,5.9,18.9,61,HUB-JAI,2021-10-16,34433.9,Maintenance,,2839.0,2024-05-03,2024-01-02,Leased
VEH-0058,Drone,Meridian-962,1.9,18.8,50,HUB-CHE,2023-06-21,53468.5,Active,,5443.0,2025-02-25,2025-03-07,Leased
VEH-0059,Drone,Zenith-402,3700 g,25.9,54,HUB-CHE,2017-07-24,56269.7,Retired,,8978.0,2024-09-11,2024-02-02,Leased
VEH-0060,Drone,Zenith-136,5.4 kg,23.6,55,HUB-CHA,2023-06-30,180356.7,Active,,3787.0,2024-01-15,2024-11-06,3PL Partner
VEH-0061,Drone,Kaveri-945,5.6,27.8,57,HUB-KOC,2022-08-06,7116.2,Idle,,2931.0,2024-03-24,2024-07-19,Owned
VEH-0062,Drone,Vayu-431,2.5,28.5,56,HUB-GUR,2019-02-27,231938.1,Maintenance,,2414.0,2024-12-22,2025-04-07,3PL Partner
VEH-0063,Drone,UrbanCraft-711,3.0,8.0,61,HUB-MUM,2018-05-04,64379.1,Idle,,8210.0,2025-02-17,2023-12-15,Owned
VEH-0064,Drone,Tamira-115,5.4,20.0,57,HUB-LUC,2018-02-13,238683.4,Idle,,5670.0,2024-07-31,2023-12-08,Owned
VEH-0065,Drone,Vayu-733,5.4 kg,24.1,56,HUB-PUN,2019-06-26,157243.9,Active,,7675.0,2024-11-05,2025-06-18,3PL Partner
VEH-0066,Drone,Vayu-790,5.7,8.7,53,HUB-BEN,2020-01-22,22300.7,Active,,8358.0,2024-01-20,2024-04-18,Owned
VEH-0067,Drone,UrbanCraft-365,3.0,13.3,60,HUB-MYS,2018-01-07,23746.0,Maintenance,,7955.0,2025-11-03,2025-04-26,Leased
VEH-0068,Drone,Aravind-545,4.0 kg,17.2,56,HUB-LUC,2022-12-15,58927.4,Idle,,5850.0,2024-06-23,2025-07-06,Leased
VEH-0069,Drone,UrbanCraft-751,4.4,14.7,49,HUB-NAG,2018-05-19,138732.2,Retired,,6517.0,2024-06-20,2024-04-12,Leased
VEH-0070,Drone,UrbanCraft-128,1.4,17.7,59,HUB-AHM,2019-07-14,210610.1,Maintenance,,6001.0,2024-06-21,2025-06-04,Leased
VEH-0071,Drone,Zenith-365,5.7,23.3,53,HUB-GUW,2017-08-24,115949.2,Active,,4585.0,2025-05-11,2023-10-28,Owned
VEH-0072,Drone,Meridian-786,4.1 kg,28.5,60,HUB-MUM,2023-04-29,54913.3,Maintenance,,3852.0,2025-04-20,2025-05-18,Leased
VEH-0073,Drone,Vayu-655,5.9,24.9,61,HUB-MYS,2020-08-05,217930.7,Maintenance,,2350.0,2024-10-29,2024-09-15,Owned
VEH-0074,Drone,Kaveri-294,5.5,26.1,53,HUB-NAG,2017-08-20,28404.1,Active,,4900.0,2024-10-02,2025-01-05,Leased
VEH-0075,Drone,Zenith-473,5.7 kg,16.8,52,HUB-COI,2017-07-15,126586.3,Active,,7115.0,2025-04-04,2024-02-02,Owned
VEH-0076,Drone,Meridian-365,1000 g,24.5,49,HUB-NAG,2018-02-24,30122.9,Retired,,7613.0,2024-01-22,2024-10-16,3PL Partner
VEH-0077,Drone,Vayu-830,6.0,8.2,50,HUB-LUC,2018-02-03,124662.1,Retired,,3303.0,2025-04-26,2024-09-25,3PL Partner
VEH-0078,Drone,Tamira-310,3.9,10.4,58,HUB-MYS,2018-07-23,175743.5,Retired,,3635.0,2024-09-07,2025-11-01,3PL Partner
VEH-0079,Drone,UrbanCraft-502,5.9,24.0,49,HUB-NAG,2021-03-02,133032.6,Idle,,7209.0,2024-01-13,2025-04-14,3PL Partner
VEH-0080,Drone,Meridian-116,4.7,15.9,52,HUB-KOL,2020-09-05,3924.1,Active,,3880.0,2024-11-22,2025-01-20,Leased
VEH-0081,Drone,Zenith-635,3.4,26.7,58,HUB-CHE,2020-06-14,235619.7,Retired,,7239.0,2025-04-27,2024-01-28,Leased
VEH-0082,Drone,UrbanCraft-234,5.0KG,14.3,60,HUB-CHE,2020-09-30,254877.1,Retired,,2873.0,2025-01-10,2024-05-25,3PL Partner
VEH-0083,Drone,Meridian-174,2600 g,15.1,55,HUB-GUR,2023-07-18,34273.8,Maintenance,,5969.0,2024-01-13,2025-06-26,3PL Partner
VEH-0084,Drone,Aravind-149,3.6,8.9,58,HUB-PUN,2023-04-09,35361.4,Idle,,4783.0,2024-09-28,2023-11-18,3PL Partner
VEH-0085,Drone,Meridian-983,2900 g,26.0,60,HUB-MYS,2020-06-06,33390.6,Active,,6297.0,2024-04-06,2025-02-19,Owned
VEH-0086,Drone,Tamira-517,4.3,18.6,59,HUB-BHU,2018-06-08,122450.5,Active,,8970.0,2025-03-22,2025-03-19,Leased
VEH-0087,Drone,UrbanCraft-252,5.9 kg,14.8,59,HUB-MUM,2018-08-29,18917.2,Active,,7189.0,2025-05-27,2024-07-02,3PL Partner
VEH-0088,Drone,Tamira-567,6.0,18.6,60,HUB-LUC,2021-03-25,119394.8,Active,,8917.0,2024-12-20,2023-11-29,Leased
VEH-0089,Drone,Nexon-757,1.5,14.9,54,HUB-KOC,2017-09-03,8302.4,Active,,7644.0,2024-09-21,2025-03-05,Leased
VEH-0090,Drone,Vayu-862,4.8,26.5,50,HUB-HYD,2020-05-16,227415.0,Maintenance,,8539.0,2024-12-09,2024-05-10,Owned
VEH-0091,Drone,Aravind-783,1.7,13.1,55,HUB-KOL,2018-05-19,190631.7,Active,,3707.0,2024-09-14,2024-02-22,Owned
VEH-0092,Drone,Zenith-607,4800 g,13.3,49,HUB-NAG,2022-08-20,234032.0,Active,,6424.0,2024-11-11,2025-11-10,Leased
VEH-0093,Drone,Meridian-361,1.3,15.4,53,HUB-CHA,2019-12-27,219678.4,Active,,7847.0,2024-06-14,2024-07-21,3PL Partner
VEH-0094,Drone,Nexon-358,5300 g,19.4,49,HUB-MYS,2022-08-25,129038.5,Active,,3060.0,2024-07-26,2024-05-14,3PL Partner
VEH-0095,Drone,Meridian-138,5.6,8.0,49,HUB-VIS,2021-05-17,110039.5,Maintenance,,5534.0,2024-01-02,2024-10-28,Leased
VEH-0096,Drone,Nexon-904,3.0KG,28.9,49,HUB-NAG,2018-01-29,257269.6,Idle,,4443.0,2025-06-26,2025-07-09,Owned
VEH-0097,Drone,Tamira-456,3.0KG,29.8,51,HUB-VIS,2017-08-06,120139.2,Retired,,6917.0,2024-09-19,2025-08-27,3PL Partner
VEH-0099,Drone,Tamira-345,3.6,19.1,57,HUB-MUM,2022-11-08,165536.5,Active,,6462.0,2024-12-08,2024-10-11,Owned
VEH-0100,Drone,UrbanCraft-622,5.4,17.6,53,HUB-GUR,2019-04-05,,Retired,,6544.0,2025-03-28,2025-03-04,Owned
VEH-0101,Drone,Nexon-789,1.1KG,14.7,56,HUB-KOC,2023-01-14,10939.6,Retired,,3763.0,2024-03-19,2024-11-02,Leased
VEH-0102,Drone,UrbanCraft-763,4.6 kg,15.9,58,HUB-KOL,2023-08-06,148043.1,Retired,,2996.0,2024-07-08,2025-08-27,Leased
VEH-0103,Drone,Zenith-865,5.2,28.2,53,HUB-DEL,2022-10-03,104285.7,Active,,2167.0,2024-11-01,2025-02-25,Leased
VEH-0104,Drone,Kaveri-769,2.9,18.3,51,HUB-MAD,2018-06-08,-,Active,,5073.0,2024-03-22,2025-03-26,Leased
VEH-0105,Drone,Nexon-415,5.7KG,23.7,49,HUB-KOC,2017-07-18,172752.1,Retired,,6650.0,2024-07-27,2024-07-28,3PL Partner
VEH-0106,Drone,Aravind-356,1.2,12.9,57,HUB-PUN,2020-02-08,225308.9,Idle,,6292.0,2025-04-26,2025-01-12,Leased
VEH-0107,Drone,Tamira-490,3.8,23.0,55,HUB-BHU,2021-10-01,173708.8,Active,,8282.0,2024-01-27,2025-03-30,Leased
VEH-0108,Drone,UrbanCraft-409,1.7,10.2,56,HUB-CHE,2017-08-09,3149.9,Active,,5104.0,2024-11-02,2023-12-19,3PL Partner
VEH-0109,Drone,Vayu-150,3.6,24.6,61,HUB-CHA,2022-04-16,139792.5,Retired,,8354.0,2024-06-18,2024-05-29,Owned
VEH-0110,Drone,Nexon-840,4.6,19.0,57,HUB-BHU,2021-03-14,17162.8,Active,,3459.0,2024-10-10,2025-08-09,Leased
VEH-0111,Drone,Zenith-939,2.9KG,26.6,49,HUB-KOC,2018-12-12,34458.9,Active,,2336.0,2024-09-19,2024-09-29,Owned
VEH-0112,Drone,Zenith-616,5.3KG,20.2,58,HUB-MYS,2020-11-11,202975.6,Active,,4758.0,2024-10-15,2025-05-08,Leased
VEH-0113,Drone,Kaveri-681,1.4,16.2,55,HUB-MYS,2019-11-29,49605.0,Active,,8829.0,2024-06-11,2025-01-12,3PL Partner
VEH-0114,Drone,Meridian-625,5.1,27.8,53,HUB-HYD,2023-08-10,-,Maintenance,,2666.0,2025-04-15,2023-11-26,Owned
VEH-0115,Drone,UrbanCraft-932,4.1,24.5,56,HUB-BEN,2019-01-31,171776.8,Active,,5490.0,2024-01-12,2024-05-23,3PL Partner
VEH-0116,Drone,UrbanCraft-559,1.5,9.5,50,HUB-PUN,2021-12-18,171470.5,Maintenance,,3048.0,2024-06-19,2025-06-15,3PL Partner
VEH-0117,Drone,Meridian-972,3.1,16.3,54,HUB-VIS,2022-03-26,57399.8,Retired,,5613.0,2025-01-02,2025-05-14,Leased
VEH-0118,Drone,Kaveri-245,3.8,19.2,52,HUB-JAI,2021-06-26,40722.0,Active,,6107.0,2024-10-27,2025-09-30,Owned
VEH-0119,Drone,Kaveri-115,4.8,14.6,54,HUB-COI,2021-12-31,49267.0,Idle,,5339.0,2024-07-26,2024-07-25,Leased
VEH-0120,Drone,Kaveri-793,2.6,11.3,49,HUB-KOC,2020-09-02,3642.5,Active,,5865.0,2024-11-17,2025-05-05,Owned
VEH-0121,Drone,Nexon-857,5.1KG,15.7,50,HUB-MYS,2021-02-28,,Active,,8097.0,2025-10-06,2023-12-28,Owned
VEH-0122,Drone,Kaveri-947,4.9,11.7,52,HUB-LUC,2017-12-28,195680.4,Idle,,3694.0,2024-07-16,2023-12-15,Leased
VEH-0123,Drone,UrbanCraft-422,5.8,19.2,59,HUB-BEN,2019-01-06,36515.5,Idle,,6698.0,2025-03-15,2025-01-10,3PL Partner
VEH-0124,Drone,Tamira-798,1.4,26.9,54,HUB-BHU,2022-08-27,33080.4,Maintenance,,7816.0,2024-10-13,2025-10-21,3PL Partner
VEH-0126,Drone,Zenith-982,3.9,14.3,57,HUB-COI,2023-02-02,227243.5,Active,,4395.0,2024-06-21,2024-02-29,Leased
VEH-0127,Drone,Kaveri-388,2.9,17.7,57,HUB-GUR,2019-07-27,129743.4,Active,,6664.0,2025-05-24,2024-05-24,3PL Partner
VEH-0128,Drone,Kaveri-187,1.9 kg,25.5,49,HUB-CHE,2020-09-29,,Maintenance,,3614.0,2025-03-05,2024-01-06,Leased
VEH-0129,Drone,Vayu-109,4.0,14.7,55,HUB-NAG,2022-11-14,144735.2,Retired,,4719.0,2024-08-26,2024-08-14,Leased
VEH-0130,Drone,Aravind-617,2.0,15.2,56,HUB-DEL,2019-07-26,199505.0,Retired,,5509.0,2024-03-18,2024-10-11,Leased
VEH-0131,Drone,Aravind-411,3.2,17.4,57,HUB-LUC,2021-04-05,148368.0,Retired,,8663.0,2025-01-11,2024-01-10,3PL Partner
VEH-0132,Drone,Tamira-810,2.6,13.5,50,HUB-NAG,2022-09-16,98916.1,Idle,,6710.0,2024-04-08,2025-05-25,Owned
VEH-0133,Drone,Zenith-950,5.7,24.7,55,HUB-JAI,2018-09-19,181596.6,Maintenance,,2742.0,2025-01-02,2024-04-26,Owned
VEH-0134,Drone,Vayu-507,1.3KG,18.4,56,HUB-MYS,2021-01-20,133908.0,Maintenance,,2988.0,2025-01-10,2024-09-29,3PL Partner
VEH-0135,Drone,Vayu-920,1.8,19.9,60,HUB-MUM,2018-05-04,103878.0,Active,,6836.0,2025-08-02,2024-04-27,Owned
VEH-0136,Drone,Kaveri-329,4.0,16.9,61,HUB-NAG,2019-09-12,-,Active,,5600.0,2024-10-29,2024-12-16,Owned
VEH-0138,Drone,Vayu-970,1.9 kg,9.1,53,HUB-MYS,2021-09-01,189063.1,Active,,5951.0,2025-04-04,2025-04-02,Leased
VEH-0139,Drone,Aravind-298,4.0,-20.6,53,HUB-MYS,2022-04-28,29097.0,Active,,2587.0,2024-01-25,2024-05-29,Owned
VEH-0140,Drone,Zenith-742,2.7,27.4,49,HUB-BEN,2018-05-21,203637.1,Retired,,7949.0,2025-05-27,2024-07-31,3PL Partner
VEH-0141,Bike,Meridian-920,33.7,54.8,28,HUB-COI,2019-10-18,180154.8,Maintenance,DRV-0759,,2024-01-19,2023-10-19,Owned
VEH-0142,Bike,Tamira-915,13.9,79.0,37,HUB-MYS,2021-10-10,155177.7,Maintenance,DRV-0632,,2025-01-23,2025-11-27,Owned
VEH-0143,Bike,Tamira-704,14.3KG,107.9,36,HUB-MUM,2021-01-15,259092.4,Active,DRV-0052,,2025-03-26,2025-12-01,3PL Partner
VEH-0144,Bike,Meridian-533,13.7,89.7,31,HUB-MYS,2021-07-09,19047.9,Active,DRV-0126,,2025-06-25,2024-12-28,3PL Partner
VEH-0146,Bike,Aravind-449,23.6,77.7,29,HUB-LUC,2020-05-20,110974.2,Active,DRV-0544,,2025-10-05,2023-10-07,Leased
VEH-0147,Bike,Aravind-141,11.3,98.4,32,HUB-NAG,2019-04-18,58640.5,Active,DRV-0160,,2025-05-14,2023-11-26,3PL Partner
VEH-0148,Bike,Kaveri-565,27.2,99.1,37,HUB-BEN,2019-04-23,136795.2,Idle,DRV-0763,,2024-07-29,2024-07-15,3PL Partner
VEH-0149,Bike,Zenith-533,19.9,117.8,26,HUB-VIS,2021-03-22,-,Maintenance,DRV-0613,,2024-08-27,2025-09-30,Owned
VEH-0150,Bike,Meridian-868,31.6,88.4,34,HUB-KOL,2020-08-22,,Idle,DRV-0543,,2025-05-16,2024-11-17,Owned
VEH-0151,Bike,Zenith-168,10.3,106.6,29,HUB-COI,2017-09-08,241084.8,Active,DRV-0870,,2025-05-23,2025-07-19,3PL Partner
VEH-0152,Bike,Nexon-227,32.3,46.7,32,HUB-JAI,2019-09-04,155168.6,Retired,DRV-0064,,2025-11-03,2025-05-29,Owned
VEH-0153,Bike,UrbanCraft-980,27.7,55.4,30,HUB-CHE,2017-11-06,123642.8,Active,DRV-0440,,2024-10-31,2024-02-02,3PL Partner
VEH-0154,Bike,Kaveri-348,27.4,63.6,29,HUB-PUN,2023-06-17,,Retired,DRV-0204,,2024-07-08,2025-11-27,3PL Partner
VEH-0155,Bike,Meridian-871,19.5,119.9,30,HUB-CHA,2020-05-16,82855.0,Active,DRV-0412,,2024-09-24,2023-11-17,Owned
VEH-0156,Bike,Nexon-146,24.2,100.2,33,HUB-BHU,2022-04-14,213523.4,Active,DRV-0641,,2024-10-28,2024-08-09,Owned
VEH-0157,Bike,Kaveri-505,33.7,105.0,33,HUB-MAD,2019-02-11,153549.6,Maintenance,DRV-0141,,2025-03-23,2025-11-30,3PL Partner
VEH-0158,Bike,UrbanCraft-724,28.6,62.3,36,HUB-MYS,2023-10-14,199532.9,Idle,DRV-0836,,2024-08-19,2024-06-26,3PL Partner
VEH-0159,Bike,UrbanCraft-897,18.2,53.7,36,HUB-MYS,2023-01-25,249453.5,Idle,DRV-0127,,2025-06-10,2024-12-16,Leased
VEH-0160,Bike,Meridian-805,26.6,81.3,36,HUB-CHA,2023-09-01,78083.3,Active,DRV-0863,,2024-07-12,2025-09-10,Leased
VEH-0161,Bike,Tamira-887,14.0KG,53.0,27,HUB-DEL,2021-02-07,205512.6,Active,DRV-0485,,2024-09-28,2025-05-01,Leased
VEH-0162,Bike,Nexon-644,15.1,95.7,34,HUB-MUM,2021-11-08,3366.0,Maintenance,DRV-0112,,2024-09-06,2025-05-22,3PL Partner
VEH-0163,Bike,Tamira-627,24.0 kg,103.5,31,HUB-GUW,2021-10-18,251402.9,Retired,DRV-0566,,2024-02-26,2024-01-18,3PL Partner
VEH-0164,Bike,Vayu-125,17.6,111.5,30,HUB-KOC,2021-12-19,19441.2,Maintenance,DRV-0134,,2025-04-12,2024-10-28,Leased
VEH-0165,Bike,Nexon-131,10.6 kg,55.1,38,HUB-BEN,2021-10-13,84256.5,Maintenance,DRV-0366,,2024-01-13,2025-06-22,3PL Partner
VEH-0166,Bike,Tamira-510,21.0KG,47.7,32,HUB-VIS,2022-06-05,188376.3,Active,DRV-0714,,2024-08-08,2024-08-17,Owned
VEH-0167,Bike,Zenith-660,10.1,60.0,32,HUB-PUN,2021-08-28,208003.4,Maintenance,DRV-0278,,2024-06-20,2025-10-04,Owned
VEH-0168,Bike,Zenith-216,32.6,41.3,36,HUB-PUN,2018-07-27,124359.9,Maintenance,DRV-0015,,2025-03-18,2024-02-23,Owned
VEH-0169,Bike,Zenith-747,19.4,67.5,31,HUB-DEL,2022-08-16,136978.7,Active,DRV-0889,,2025-06-29,2025-05-28,Owned
VEH-0170,Bike,Tamira-895,33.0,117.1,32,HUB-AHM,2019-06-29,258203.7,Active,DRV-0660,,2024-03-08,2025-08-13,Owned
VEH-0171,Bike,Zenith-294,20.3,90.0,34,HUB-JAI,2020-11-04,247075.9,Retired,DRV-0384,,2025-02-18,2024-01-25,Owned
VEH-0172,Bike,Aravind-518,32.1,69.7,26,HUB-HYD,2023-12-06,198158.1,Maintenance,DRV-0069,,2024-10-02,2023-11-20,Owned
VEH-0173,Bike,Vayu-635,21.6KG,45.0,27,HUB-AHM,2018-08-28,62148.4,Idle,DRV-0395,,2025-06-13,2025-10-12,Owned
VEH-0174,Bike,Vayu-319,12.7,100.5,27,HUB-COI,2023-10-30,217485.7,Maintenance,DRV-0454,,2024-12-19,2025-02-18,3PL Partner
VEH-0175,Bike,Vayu-346,24.6,119.9,35,HUB-KOC,2017-12-26,194356.3,Retired,DRV-0160,,2024-06-22,2023-11-24,3PL Partner
VEH-0176,Bike,Meridian-102,29.6 kg,55.7,26,HUB-KOC,2020-04-15,26083.5,Idle,DRV-0730,,2024-08-07,2024-04-25,Owned
VEH-0177,Bike,Zenith-899,31.3 kg,105.5,32,HUB-PUN,2017-09-25,183968.2,Retired,DRV-0170,,2025-09-01,2024-06-30,3PL Partner
VEH-0178,Bike,Meridian-781,13.8,110.9,36,HUB-VIS,2023-02-10,41284.7,Active,DRV-0817,,2024-01-04,2025-02-23,3PL Partner
VEH-0179,Bike,Zenith-378,30.1,59.6,37,HUB-VIS,2019-07-21,107681.9,Active,DRV-0423,,2024-07-13,2024-10-02,Owned
VEH-0180,Bike,Kaveri-228,14.6,114.8,29,HUB-LUC,2022-10-28,74432.6,Retired,DRV-0403,,2024-05-27,2024-04-23,3PL Partner
